Unnamed: 0,num_samples_train,num_samples_test,genf,dataset_name,epochs,vip_layers,bnn_structure,regression_coeffs,batch_size,activation,dropout,lr,warmup,fix_prior_noise,prior_kl,freeze_prior,freeze_posterior,show,seed,verbose,dtype,split,dataset,activation_str,device,LOSS_train,RMSE_train,NLL_train,CRPS_train,LOSS,RMSE,NLL,CRPS
0,1,200,BNN,boston,30000,[5],[10],20,10000,<built-in method tanh of type object at 0x7f6c4f6c21e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,5,<utils.dataset.Boston_Dataset object at 0x7f6be879de50>,tanh,cpu,588.577880859375,3.875201,2.8319637775421143,2.1643002033233643,558.3038330078125,3.450642,2.788367509841919,2.028099298477173
0,1,200,BNN,winered,30000,[3],[10],20,10000,<built-in method tanh of type object at 0x7f26aaa001e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,18,<utils.dataset.WineRed_Dataset object at 0x7f2641041e80>,tanh,cpu,1860.4068603515625,0.6196012,0.9419731497764589,0.3443238437175751,1914.1378173828125,0.6391124,0.9696907997131348,0.3526455461978912
0,1,200,BNN,winered,30000,[2],[10],20,10000,<built-in method tanh of type object at 0x7faacdae91e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,5,<utils.dataset.WineRed_Dataset object at 0x7faa66934e50>,tanh,cpu,1828.70263671875,0.6123999,0.9301167130470276,0.3405686914920807,1804.0140380859373,0.6057696,0.9212179780006408,0.3397608995437622
0,1,200,BNN,energy,30000,[4],[10],20,10000,<built-in method tanh of type object at 0x7f1da017a1e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,6,<utils.dataset.Energy_Dataset object at 0x7f1d367bfe80>,tanh,cpu,-145.8220977783203,0.62379915,1.033323884010315,0.3599598407745361,-264.9911193847656,0.53399396,0.9566655158996582,0.3163517117500305
0,1,200,BNN,boston,30000,[5],[10],20,10000,<built-in method tanh of type object at 0x7f64056c91e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,16,<utils.dataset.Boston_Dataset object at 0x7f639e7a4e80>,tanh,cpu,592.0521240234375,3.9697528,2.8500783443450928,2.202864170074463,623.0992431640625,4.448097,2.916754007339477,2.441452741622925
0,1,200,BNN,boston,30000,[2],[10],20,10000,<built-in method tanh of type object at 0x7fa1b5a491e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,1,<utils.dataset.Boston_Dataset object at 0x7fa14eb24e50>,tanh,cpu,424.192138671875,2.7930362,2.4811720848083496,1.5365957021713257,1105.8524169921875,6.17909,3.688958406448364,2.5135862827301025
0,1,200,BNN,concrete,30000,[4],[10],20,10000,<built-in method tanh of type object at 0x7f2df628b1e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,8,<utils.dataset.Concrete_Dataset object at 0x7f2d8c8d0e80>,tanh,cpu,786.2164916992188,5.1369433,3.0865073204040527,2.9011173248291016,848.88232421875,5.4095078,3.131957769393921,3.0036065578460693
0,1,200,BNN,winered,30000,[4],[10],20,10000,<built-in method tanh of type object at 0x7f4034aa51e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,18,<utils.dataset.WineRed_Dataset object at 0x7f3fcb0e7e80>,tanh,cpu,1895.1644287109373,0.6280534,0.9562188386917114,0.3494375944137573,1948.9691162109373,0.6524077,0.9896112084388732,0.3599430620670318
0,1,200,BNN,boston,30000,[3],[10],20,10000,<built-in method tanh of type object at 0x7f00b5e851e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,19,<utils.dataset.Boston_Dataset object at 0x7f004c75fe80>,tanh,cpu,506.662353515625,2.759033,2.4839513301849365,1.5459864139556885,584.7833862304688,3.789611,2.6124634742736816,1.8825771808624268
0,1,200,BNN,power,30000,[2],[10],20,10000,<built-in method tanh of type object at 0x7f6a501331e0>,0.0,0.001,0,False,True,False,False,False,2147483647,1,torch.float64,0,<utils.dataset.Power_Dataset object at 0x7f69e6778e50>,tanh,cpu,444.1209411621094,4.1177163,2.8342347145080566,2.255879640579224,863.5632934570312,4.304362,2.878502607345581,2.2611026763916016
