num_samples_train,num_samples_test,genf,dataset_name,epochs,vip_layers,bnn_structure,regression_coeffs,batch_size,dropout,lr,warmup,fix_prior_noise,freeze_prior,freeze_posterior,seed,split,activation_str,LOSS,RMSE,NLL,CRPS
1,200,BNN,boston,40000,[3],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,18,tanh,303.4454650878906,2.9894412,2.6110191345214844,4.6845550537109375
1,200,BNN,energy,40000,[4],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,17,tanh,-739.041015625,0.60062397,1.0569158792495728,5.700783729553223
1,200,BNN,energy,40000,[1],"[200, 200]",20,10000,0.1,0.001,0,True,False,False,2147483647,13,tanh,-568.5946655273438,0.51983106,1.3659884929656982,6.001674652099609
1,200,BNN,concrete,40000,[3],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,1,tanh,548.175048828125,6.144494,3.2274329662323,9.198131561279297
1,200,BNN,concrete,40000,[1],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,12,tanh,367.3789367675781,5.522713,3.1346631050109863,10.362257957458496
1,200,BNN,boston,40000,[3],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,17,tanh,919.3792724609376,4.6483946,3.855368137359619,5.3362956047058105
1,200,BNN,concrete,40000,[2],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,0,tanh,226.724853515625,4.3330617,2.8931283950805664,9.57214069366455
1,200,BNN,concrete,40000,[1],"[200, 200]",20,10000,0.1,0.001,0,True,False,False,2147483647,1,tanh,1433.4356689453125,4.516181,4.265474796295166,9.182013511657717
1,200,BNN,concrete,40000,[3],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,10,tanh,466.7202758789063,5.6720967,3.1315503120422363,9.670372009277344
1,200,BNN,boston,40000,[5],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,3,tanh,742.8782348632812,4.4177313,3.1238934993743896,5.352640151977539
1,200,BNN,energy,40000,[5],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,2,tanh,-746.7879028320312,0.57982445,1.07005512714386,5.212655067443848
1,200,BNN,energy,40000,[4],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,5,tanh,-753.017333984375,0.5358898,1.009650945663452,5.825178623199463
1,200,BNN,concrete,40000,[2],"[10, 10]",20,10000,0.1,0.001,0,True,False,False,2147483647,16,tanh,492.1221008300781,5.544494,3.1569066047668457,9.365034103393556
